Timestamp,Campus Energy Centre Expansion Tank Tank Level
2021-03-31T23:45:00-07:00 Los_Angeles,0.37429386377334595m
2021-04-01T00:00:00-07:00 Los_Angeles,0.3600274920463562m
2021-04-01T00:15:00-07:00 Los_Angeles,0.3579867482185364m
2021-04-01T00:30:00-07:00 Los_Angeles,0.3579867482185364m
2021-04-01T00:45:00-07:00 Los_Angeles,0.3536514341831207m
2021-04-01T01:00:00-07:00 Los_Angeles,0.3536514341831207m
2021-04-01T01:15:00-07:00 Los_Angeles,0.3536514341831207m
2021-04-01T01:30:00-07:00 Los_Angeles,0.3579438328742981m
2021-04-01T01:45:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T02:00:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T02:15:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T02:30:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T02:45:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T03:00:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T03:15:00-07:00 Los_Angeles,0.35510092973709106m
2021-04-01T03:30:00-07:00 Los_Angeles,0.34087345004081726m
2021-04-01T03:45:00-07:00 Los_Angeles,0.34087345004081726m
2021-04-01T04:00:00-07:00 Los_Angeles,0.34087345004081726m
2021-04-01T04:15:00-07:00 Los_Angeles,0.34087345004081726m
2021-04-01T04:30:00-07:00 Los_Angeles,0.34087345004081726m
2021-04-01T04:45:00-07:00 Los_Angeles,0.34584105014801025m
2021-04-01T05:00:00-07:00 Los_Angeles,0.34584105014801025m
2021-04-01T05:15:00-07:00 Los_Angeles,0.34584105014801025m
2021-04-01T05:30:00-07:00 Los_Angeles,0.348641037940979m
2021-04-01T05:45:00-07:00 Los_Angeles,0.348641037940979m
2021-04-01T06:00:00-07:00 Los_Angeles,0.33152785897254944m
2021-04-01T06:15:00-07:00 Los_Angeles,0.2959848642349243m
2021-04-01T06:30:00-07:00 Los_Angeles,0.2959848642349243m
2021-04-01T06:45:00-07:00 Los_Angeles,0.2838369905948639m
2021-04-01T07:00:00-07:00 Los_Angeles,0.2838369905948639m
2021-04-01T07:15:00-07:00 Los_Angeles,0.2724546492099762m
2021-04-01T07:30:00-07:00 Los_Angeles,0.27385661005973816m
2021-04-01T07:45:00-07:00 Los_Angeles,0.27385661005973816m
2021-04-01T08:00:00-07:00 Los_Angeles,0.2632029056549072m
2021-04-01T08:15:00-07:00 Los_Angeles,0.29241716861724854m
2021-04-01T08:30:00-07:00 Los_Angeles,0.3429916799068451m
2021-04-01T08:45:00-07:00 Los_Angeles,0.3429916799068451m
2021-04-01T09:00:00-07:00 Los_Angeles,0.4263153076171875m
2021-04-01T09:15:00-07:00 Los_Angeles,0.40278947353363037m
2021-04-01T09:30:00-07:00 Los_Angeles,0.3821924328804016m
2021-04-01T09:45:00-07:00 Los_Angeles,0.3821924328804016m
2021-04-01T10:00:00-07:00 Los_Angeles,0.4028303027153015m
2021-04-01T10:15:00-07:00 Los_Angeles,0.47120189666748047m
2021-04-01T10:30:00-07:00 Los_Angeles,0.5395779013633728m
2021-04-01T10:38:19-07:00 Los_Angeles,0.6428912878036499m
2021-04-01T10:45:00-07:00 Los_Angeles,0.630787193775177m
2021-04-01T11:00:00-07:00 Los_Angeles,0.6564013957977295m
2021-04-01T11:15:00-07:00 Los_Angeles,0.6193705201148987m
2021-04-01T11:30:00-07:00 Los_Angeles,0.6585259437561035m
2021-04-01T11:45:00-07:00 Los_Angeles,0.725495457649231m
2021-04-01T12:00:00-07:00 Los_Angeles,0.725495457649231m
2021-04-01T12:15:00-07:00 Los_Angeles,0.748980700969696m
2021-04-01T12:30:00-07:00 Los_Angeles,0.748980700969696m
2021-04-01T12:37:34-07:00 Los_Angeles,0.6151275038719177m
2021-04-01T12:45:00-07:00 Los_Angeles,0.6151275038719177m
2021-04-01T13:00:00-07:00 Los_Angeles,0.5744388699531555m
2021-04-01T13:15:00-07:00 Los_Angeles,0.5430620312690735m
2021-04-01T13:30:00-07:00 Los_Angeles,0.5430620312690735m
2021-04-01T13:45:00-07:00 Los_Angeles,0.5602134466171265m
2021-04-01T14:00:00-07:00 Los_Angeles,0.5694261789321899m
2021-04-01T14:15:00-07:00 Los_Angeles,0.5694261789321899m
2021-04-01T14:30:00-07:00 Los_Angeles,0.5622458457946777m
2021-04-01T14:45:00-07:00 Los_Angeles,0.5622458457946777m
2021-04-01T15:00:00-07:00 Los_Angeles,0.551588237285614m
2021-04-01T15:15:00-07:00 Los_Angeles,0.571593701839447m
2021-04-01T15:30:00-07:00 Los_Angeles,0.571593701839447m
2021-04-01T15:45:00-07:00 Los_Angeles,0.6057795286178589m
2021-04-01T16:00:00-07:00 Los_Angeles,0.6057795286178589m
2021-04-01T16:15:00-07:00 Los_Angeles,0.6057795286178589m
2021-04-01T16:30:00-07:00 Los_Angeles,0.6057795286178589m
2021-04-01T16:45:00-07:00 Los_Angeles,0.6057795286178589m
2021-04-01T17:00:00-07:00 Los_Angeles,0.6235748529434204m
2021-04-01T17:15:00-07:00 Los_Angeles,0.6299890875816345m
2021-04-01T17:30:00-07:00 Los_Angeles,0.6371654272079468m
2021-04-01T17:45:00-07:00 Los_Angeles,0.6371654272079468m
2021-04-01T18:00:00-07:00 Los_Angeles,0.6307506561279297m
2021-04-01T18:15:00-07:00 Los_Angeles,0.6307506561279297m
2021-04-01T18:30:00-07:00 Los_Angeles,0.6221725344657898m
2021-04-01T18:45:00-07:00 Los_Angeles,0.5994459986686707m
2021-04-01T19:00:00-07:00 Los_Angeles,0.5994459986686707m
2021-04-01T19:15:00-07:00 Los_Angeles,0.6015796661376953m
2021-04-01T19:30:00-07:00 Los_Angeles,0.6015796661376953m
2021-04-01T19:45:00-07:00 Los_Angeles,0.6015796661376953m
2021-04-01T20:00:00-07:00 Los_Angeles,0.5993669033050537m
2021-04-01T20:15:00-07:00 Los_Angeles,0.6057777404785156m
2021-04-01T20:30:00-07:00 Los_Angeles,0.6285829544067383m
2021-04-01T20:45:00-07:00 Los_Angeles,0.6314301490783691m
2021-04-01T21:00:00-07:00 Los_Angeles,0.6427677273750305m
2021-04-01T21:15:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T21:30:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T21:45:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T22:00:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T22:15:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T22:30:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T22:45:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T23:00:00-07:00 Los_Angeles,0.6492231488227844m
2021-04-01T23:15:00-07:00 Los_Angeles,0.6627709269523621m
2021-04-01T23:30:00-07:00 Los_Angeles,0.6627709269523621m
2021-04-01T23:45:00-07:00 Los_Angeles,0.6756866574287415m
2021-04-02T00:00:00-07:00 Los_Angeles,0.6756866574287415m
2021-04-02T00:15:00-07:00 Los_Angeles,0.6699044108390808m
2021-04-02T00:30:00-07:00 Los_Angeles,0.6699044108390808m
2021-04-02T00:45:00-07:00 Los_Angeles,0.6684632301330566m
2021-04-02T01:00:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T01:15:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T01:30:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T01:45:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T02:00:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T02:15:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T02:30:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T02:45:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T03:00:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T03:15:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T03:30:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T03:45:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T04:00:00-07:00 Los_Angeles,0.668506383895874m
2021-04-02T04:15:00-07:00 Los_Angeles,0.688423752784729m
2021-04-02T04:30:00-07:00 Los_Angeles,0.688423752784729m
2021-04-02T04:45:00-07:00 Los_Angeles,0.688423752784729m
2021-04-02T05:00:00-07:00 Los_Angeles,0.709827184677124m
2021-04-02T05:15:00-07:00 Los_Angeles,0.709827184677124m
2021-04-02T05:30:00-07:00 Los_Angeles,0.7012919783592224m
2021-04-02T05:45:00-07:00 Los_Angeles,0.715481162071228m
2021-04-02T06:00:00-07:00 Los_Angeles,0.715481162071228m
2021-04-02T06:15:00-07:00 Los_Angeles,0.7126702666282654m
2021-04-02T06:30:00-07:00 Los_Angeles,0.6956448554992676m
2021-04-02T06:45:00-07:00 Los_Angeles,0.6956040859222412m
2021-04-02T07:00:00-07:00 Los_Angeles,0.6956040859222412m
2021-04-02T07:15:00-07:00 Los_Angeles,0.6777640581130981m
2021-04-02T07:30:00-07:00 Los_Angeles,0.6799295544624329m
2021-04-02T07:45:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T08:00:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T08:15:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T08:30:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T08:45:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T09:00:00-07:00 Los_Angeles,0.6706308722496033m
2021-04-02T09:15:00-07:00 Los_Angeles,0.6606936454772949m
2021-04-02T09:30:00-07:00 Los_Angeles,0.6606936454772949m
2021-04-02T09:45:00-07:00 Los_Angeles,0.6606936454772949m
2021-04-02T10:00:00-07:00 Los_Angeles,0.6720715165138245m
2021-04-02T10:15:00-07:00 Los_Angeles,0.6691856980323792m
2021-04-02T10:30:00-07:00 Los_Angeles,0.6720309257507324m
2021-04-02T10:45:00-07:00 Los_Angeles,0.6691858172416687m
2021-04-02T11:00:00-07:00 Los_Angeles,0.6691858172416687m
2021-04-02T11:15:00-07:00 Los_Angeles,0.6691858172416687m
2021-04-02T11:30:00-07:00 Los_Angeles,0.6756414175033569m
2021-04-02T11:45:00-07:00 Los_Angeles,0.6720287799835205m
2021-04-02T12:00:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T12:15:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T12:30:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T12:45:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T13:00:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T13:15:00-07:00 Los_Angeles,0.6691836714744568m
2021-04-02T13:30:00-07:00 Los_Angeles,0.6564056277275085m
2021-04-02T13:45:00-07:00 Los_Angeles,0.6592486500740051m
2021-04-02T14:00:00-07:00 Los_Angeles,0.6428555846214294m
2021-04-02T14:15:00-07:00 Los_Angeles,0.6428555846214294m
2021-04-02T14:30:00-07:00 Los_Angeles,0.6428555846214294m
2021-04-02T14:45:00-07:00 Los_Angeles,0.6108691692352295m
2021-04-02T15:00:00-07:00 Los_Angeles,0.6108691692352295m
2021-04-02T15:15:00-07:00 Los_Angeles,0.5879438519477844m
2021-04-02T15:30:00-07:00 Los_Angeles,0.5879438519477844m
2021-04-02T15:45:00-07:00 Los_Angeles,0.5567227602005005m
2021-04-02T16:00:00-07:00 Los_Angeles,0.5473883152008057m
2021-04-02T16:15:00-07:00 Los_Angeles,0.5324381589889526m
2021-04-02T16:30:00-07:00 Los_Angeles,0.5189377665519714m
2021-04-02T16:45:00-07:00 Los_Angeles,0.5189377665519714m
2021-04-02T17:00:00-07:00 Los_Angeles,0.511757493019104m
2021-04-02T17:15:00-07:00 Los_Angeles,0.511757493019104m
2021-04-02T17:30:00-07:00 Los_Angeles,0.4996548593044281m
2021-04-02T17:45:00-07:00 Los_Angeles,0.4996548593044281m
2021-04-02T18:00:00-07:00 Los_Angeles,0.4996548593044281m
2021-04-02T18:15:00-07:00 Los_Angeles,0.5039470195770264m
2021-04-02T18:30:00-07:00 Los_Angeles,0.5039470195770264m
2021-04-02T18:45:00-07:00 Los_Angeles,0.5246257185935974m
2021-04-02T19:00:00-07:00 Los_Angeles,0.5246257185935974m
2021-04-02T19:15:00-07:00 Los_Angeles,0.5246257185935974m
2021-04-02T19:30:00-07:00 Los_Angeles,0.5232258439064026m
2021-04-02T19:45:00-07:00 Los_Angeles,0.5232258439064026m
2021-04-02T20:00:00-07:00 Los_Angeles,0.5203378200531006m
2021-04-02T20:15:00-07:00 Los_Angeles,0.5203378200531006m
2021-04-02T20:30:00-07:00 Los_Angeles,0.5317201614379883m
2021-04-02T20:45:00-07:00 Los_Angeles,0.5203806161880493m
2021-04-02T21:00:00-07:00 Los_Angeles,0.540298342704773m
2021-04-02T21:15:00-07:00 Los_Angeles,0.5467109084129333m
2021-04-02T21:30:00-07:00 Los_Angeles,0.5523130297660828m
2021-04-02T21:45:00-07:00 Los_Angeles,0.5523130297660828m
2021-04-02T22:00:00-07:00 Los_Angeles,0.5659445524215698m
2021-04-02T22:15:00-07:00 Los_Angeles,0.5716385841369629m
2021-04-02T22:30:00-07:00 Los_Angeles,0.5716385841369629m
2021-04-02T22:45:00-07:00 Los_Angeles,0.5716385841369629m
2021-04-02T23:00:00-07:00 Los_Angeles,0.5688256621360779m
2021-04-02T23:15:00-07:00 Los_Angeles,0.5688256621360779m
2021-04-02T23:30:00-07:00 Los_Angeles,0.5730388760566711m
2021-04-02T23:45:00-07:00 Los_Angeles,0.5730388760566711m
2021-04-03T00:00:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T00:15:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T00:30:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T00:45:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T01:00:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T01:15:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T01:30:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T01:45:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T02:00:00-07:00 Los_Angeles,0.5737162828445435m
2021-04-03T02:15:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T02:30:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T02:45:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T03:00:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T03:15:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T03:30:00-07:00 Los_Angeles,0.578774094581604m
2021-04-03T03:45:00-07:00 Los_Angeles,0.5687939524650574m
2021-04-03T04:00:00-07:00 Los_Angeles,0.5687939524650574m
2021-04-03T04:15:00-07:00 Los_Angeles,0.5530804991722107m
2021-04-03T04:30:00-07:00 Los_Angeles,0.5530804991722107m
2021-04-03T04:45:00-07:00 Los_Angeles,0.5530804991722107m
2021-04-03T05:00:00-07:00 Los_Angeles,0.5673916339874268m
2021-04-03T05:15:00-07:00 Los_Angeles,0.5673916339874268m
2021-04-03T05:30:00-07:00 Los_Angeles,0.5673916339874268m
2021-04-03T05:45:00-07:00 Los_Angeles,0.5645488500595093m
2021-04-03T06:00:00-07:00 Los_Angeles,0.5645488500595093m
2021-04-03T06:15:00-07:00 Los_Angeles,0.5502763986587524m
2021-04-03T06:30:00-07:00 Los_Angeles,0.5239053964614868m
2021-04-03T06:45:00-07:00 Los_Angeles,0.5047123432159424m
2021-04-03T07:00:00-07:00 Los_Angeles,0.5047123432159424m
2021-04-03T07:15:00-07:00 Los_Angeles,0.5239503979682922m
2021-04-03T07:30:00-07:00 Los_Angeles,0.5239503979682922m
2021-04-03T07:45:00-07:00 Los_Angeles,0.5239503979682922m
2021-04-03T08:00:00-07:00 Los_Angeles,0.6236628890037537m
2021-04-03T08:15:00-07:00 Los_Angeles,0.6236628890037537m
2021-04-03T08:30:00-07:00 Los_Angeles,0.6521132588386536m
2021-04-03T08:45:00-07:00 Los_Angeles,0.6521132588386536m
2021-04-03T09:00:00-07:00 Los_Angeles,0.6521132588386536m
2021-04-03T09:15:00-07:00 Los_Angeles,0.6635388135910034m
2021-04-03T09:30:00-07:00 Los_Angeles,0.6635388135910034m
2021-04-03T09:45:00-07:00 Los_Angeles,0.6527908444404602m
2021-04-03T10:00:00-07:00 Los_Angeles,0.6528358459472656m
2021-04-03T10:15:00-07:00 Los_Angeles,0.6528358459472656m
2021-04-03T10:30:00-07:00 Los_Angeles,0.6528358459472656m
2021-04-03T10:45:00-07:00 Los_Angeles,0.6606936454772949m
2021-04-03T11:00:00-07:00 Los_Angeles,0.6493113040924072m
2021-04-03T11:15:00-07:00 Los_Angeles,0.6493113040924072m
2021-04-03T11:30:00-07:00 Los_Angeles,0.6493113040924072m
2021-04-03T11:45:00-07:00 Los_Angeles,0.6620948314666748m
2021-04-03T12:00:00-07:00 Los_Angeles,0.6614159941673279m
2021-04-03T12:15:00-07:00 Los_Angeles,0.6614159941673279m
2021-04-03T12:30:00-07:00 Los_Angeles,0.6614159941673279m
2021-04-03T12:45:00-07:00 Los_Angeles,0.6485456824302673m
2021-04-03T13:00:00-07:00 Los_Angeles,0.6485456824302673m
2021-04-03T13:15:00-07:00 Los_Angeles,0.6485456824302673m
