Timestamp,Campus Energy Centre Campus HW Main Meter Flow
2021-03-23T05:20:00-07:00 Los_Angeles,135L/s
2021-03-23T05:21:04-07:00 Los_Angeles,140L/s
2021-03-23T05:22:04-07:00 Los_Angeles,130.27777099609375L/s
2021-03-23T05:23:56-07:00 Los_Angeles,135L/s
2021-03-23T05:25:16-07:00 Los_Angeles,130L/s
2021-03-23T05:26:37-07:00 Los_Angeles,135L/s
2021-03-23T05:27:37-07:00 Los_Angeles,130L/s
2021-03-23T05:28:38-07:00 Los_Angeles,135L/s
2021-03-23T05:29:38-07:00 Los_Angeles,140L/s
2021-03-23T05:30:00-07:00 Los_Angeles,135L/s
2021-03-23T05:31:00-07:00 Los_Angeles,140L/s
2021-03-23T05:32:00-07:00 Los_Angeles,135L/s
2021-03-23T05:33:00-07:00 Los_Angeles,130L/s
2021-03-23T05:34:00-07:00 Los_Angeles,135L/s
2021-03-23T05:35:00-07:00 Los_Angeles,140L/s
2021-03-23T05:36:00-07:00 Los_Angeles,135L/s
2021-03-23T05:37:32-07:00 Los_Angeles,140L/s
2021-03-23T05:38:32-07:00 Los_Angeles,135L/s
2021-03-23T05:39:33-07:00 Los_Angeles,140L/s
2021-03-23T05:40:00-07:00 Los_Angeles,140L/s
2021-03-23T05:41:00-07:00 Los_Angeles,135L/s
2021-03-23T05:42:00-07:00 Los_Angeles,140L/s
2021-03-23T05:43:15-07:00 Los_Angeles,135L/s
2021-03-23T05:44:26-07:00 Los_Angeles,140L/s
2021-03-23T05:45:26-07:00 Los_Angeles,135L/s
2021-03-23T05:46:26-07:00 Los_Angeles,140L/s
2021-03-23T05:47:26-07:00 Los_Angeles,135L/s
2021-03-23T05:48:41-07:00 Los_Angeles,140L/s
2021-03-23T05:49:41-07:00 Los_Angeles,130L/s
2021-03-23T05:50:00-07:00 Los_Angeles,135L/s
2021-03-23T05:51:22-07:00 Los_Angeles,140L/s
2021-03-23T05:52:23-07:00 Los_Angeles,135L/s
2021-03-23T05:53:33-07:00 Los_Angeles,140L/s
2021-03-23T05:54:34-07:00 Los_Angeles,135L/s
2021-03-23T05:55:34-07:00 Los_Angeles,140L/s
2021-03-23T05:56:34-07:00 Los_Angeles,135L/s
2021-03-23T05:58:15-07:00 Los_Angeles,140L/s
2021-03-23T05:59:15-07:00 Los_Angeles,135L/s
2021-03-23T06:00:00-07:00 Los_Angeles,135L/s
2021-03-23T06:01:00-07:00 Los_Angeles,140L/s
2021-03-23T06:02:07-07:00 Los_Angeles,135L/s
2021-03-23T06:03:07-07:00 Los_Angeles,140.55555725097656L/s
2021-03-23T06:04:07-07:00 Los_Angeles,145L/s
2021-03-23T06:05:29-07:00 Los_Angeles,150L/s
2021-03-23T06:07:00-07:00 Los_Angeles,155L/s
2021-03-23T06:08:00-07:00 Los_Angeles,150L/s
2021-03-23T06:09:42-07:00 Los_Angeles,155L/s
2021-03-23T06:10:00-07:00 Los_Angeles,150L/s
2021-03-23T06:11:00-07:00 Los_Angeles,155L/s
2021-03-23T06:12:23-07:00 Los_Angeles,150L/s
2021-03-23T06:13:23-07:00 Los_Angeles,155L/s
2021-03-23T06:14:34-07:00 Los_Angeles,160L/s
2021-03-23T06:16:15-07:00 Los_Angeles,165L/s
2021-03-23T06:17:15-07:00 Los_Angeles,160L/s
2021-03-23T06:18:16-07:00 Los_Angeles,150L/s
2021-03-23T06:19:16-07:00 Los_Angeles,155L/s
2021-03-23T06:20:00-07:00 Los_Angeles,155L/s
2021-03-23T06:21:17-07:00 Los_Angeles,160L/s
2021-03-23T06:22:17-07:00 Los_Angeles,155L/s
2021-03-23T06:23:18-07:00 Los_Angeles,160L/s
2021-03-23T06:24:18-07:00 Los_Angeles,155L/s
2021-03-23T06:25:50-07:00 Los_Angeles,160L/s
2021-03-23T06:26:50-07:00 Los_Angeles,155L/s
2021-03-23T06:27:51-07:00 Los_Angeles,150L/s
2021-03-23T06:28:51-07:00 Los_Angeles,155L/s
2021-03-23T06:29:51-07:00 Los_Angeles,150L/s
2021-03-23T06:30:00-07:00 Los_Angeles,155L/s
2021-03-23T06:31:33-07:00 Los_Angeles,160L/s
2021-03-23T06:32:33-07:00 Los_Angeles,155L/s
2021-03-23T06:33:34-07:00 Los_Angeles,160L/s
2021-03-23T06:34:45-07:00 Los_Angeles,155L/s
2021-03-23T06:35:45-07:00 Los_Angeles,160L/s
2021-03-23T06:36:45-07:00 Los_Angeles,155L/s
2021-03-23T06:37:45-07:00 Los_Angeles,160L/s
2021-03-23T06:39:47-07:00 Los_Angeles,155L/s
2021-03-23T06:40:00-07:00 Los_Angeles,160L/s
2021-03-23T06:41:58-07:00 Los_Angeles,165L/s
2021-03-23T06:42:58-07:00 Los_Angeles,160L/s
2021-03-23T06:44:09-07:00 Los_Angeles,165L/s
2021-03-23T06:45:10-07:00 Los_Angeles,160L/s
2021-03-23T06:46:10-07:00 Los_Angeles,165L/s
2021-03-23T06:47:11-07:00 Los_Angeles,160L/s
2021-03-23T06:48:11-07:00 Los_Angeles,170L/s
2021-03-23T06:49:11-07:00 Los_Angeles,160L/s
2021-03-23T06:50:00-07:00 Los_Angeles,160L/s
2021-03-23T06:51:00-07:00 Los_Angeles,165L/s
2021-03-23T06:52:13-07:00 Los_Angeles,160L/s
2021-03-23T06:53:13-07:00 Los_Angeles,165L/s
2021-03-23T06:54:14-07:00 Los_Angeles,160L/s
2021-03-23T06:55:25-07:00 Los_Angeles,165L/s
2021-03-23T06:56:25-07:00 Los_Angeles,170L/s
2021-03-23T06:57:25-07:00 Los_Angeles,165L/s
2021-03-23T06:58:56-07:00 Los_Angeles,170L/s
2021-03-23T06:59:56-07:00 Los_Angeles,160L/s
2021-03-23T07:00:00-07:00 Los_Angeles,170L/s
2021-03-23T07:01:17-07:00 Los_Angeles,165L/s
2021-03-23T07:02:18-07:00 Los_Angeles,170L/s
2021-03-23T07:03:29-07:00 Los_Angeles,175L/s
2021-03-23T07:04:29-07:00 Los_Angeles,170L/s
2021-03-23T07:05:29-07:00 Los_Angeles,175L/s
2021-03-23T07:06:29-07:00 Los_Angeles,180L/s
2021-03-23T07:07:31-07:00 Los_Angeles,185L/s
2021-03-23T07:08:31-07:00 Los_Angeles,180L/s
2021-03-23T07:09:31-07:00 Los_Angeles,185L/s
2021-03-23T07:10:00-07:00 Los_Angeles,180L/s
2021-03-23T07:11:02-07:00 Los_Angeles,185L/s
2021-03-23T07:12:03-07:00 Los_Angeles,180L/s
2021-03-23T07:13:03-07:00 Los_Angeles,185L/s
2021-03-23T07:14:03-07:00 Los_Angeles,190L/s
2021-03-23T07:15:45-07:00 Los_Angeles,195L/s
2021-03-23T07:16:45-07:00 Los_Angeles,190L/s
2021-03-23T07:17:45-07:00 Los_Angeles,185L/s
2021-03-23T07:18:45-07:00 Los_Angeles,190L/s
2021-03-23T07:20:00-07:00 Los_Angeles,190L/s
2021-03-23T07:23:14-07:00 Los_Angeles,195L/s
2021-03-23T07:24:14-07:00 Los_Angeles,190.55555725097656L/s
2021-03-23T07:25:14-07:00 Los_Angeles,195L/s
2021-03-23T07:26:45-07:00 Los_Angeles,200L/s
2021-03-23T07:27:46-07:00 Los_Angeles,195L/s
2021-03-23T07:28:47-07:00 Los_Angeles,200L/s
2021-03-23T07:29:47-07:00 Los_Angeles,195L/s
2021-03-23T07:30:00-07:00 Los_Angeles,195L/s
2021-03-23T07:31:08-07:00 Los_Angeles,200L/s
2021-03-23T07:32:08-07:00 Los_Angeles,195L/s
2021-03-23T07:33:29-07:00 Los_Angeles,190L/s
2021-03-23T07:34:29-07:00 Los_Angeles,195L/s
2021-03-23T07:35:29-07:00 Los_Angeles,200L/s
2021-03-23T07:36:29-07:00 Los_Angeles,190L/s
2021-03-23T07:37:29-07:00 Los_Angeles,195L/s
2021-03-23T07:38:32-07:00 Los_Angeles,200L/s
2021-03-23T07:39:32-07:00 Los_Angeles,195L/s
2021-03-23T07:40:00-07:00 Los_Angeles,200L/s
2021-03-23T07:41:00-07:00 Los_Angeles,195L/s
2021-03-23T07:42:00-07:00 Los_Angeles,210L/s
2021-03-23T07:43:00-07:00 Los_Angeles,215L/s
2021-03-23T07:44:00-07:00 Los_Angeles,210L/s
2021-03-23T07:45:05-07:00 Los_Angeles,205L/s
2021-03-23T07:46:05-07:00 Los_Angeles,210L/s
2021-03-23T07:47:05-07:00 Los_Angeles,205L/s
2021-03-23T07:48:05-07:00 Los_Angeles,210L/s
2021-03-23T07:49:05-07:00 Los_Angeles,205L/s
2021-03-23T07:50:00-07:00 Los_Angeles,205L/s
2021-03-23T07:51:00-07:00 Los_Angeles,200L/s
2021-03-23T07:52:00-07:00 Los_Angeles,205L/s
2021-03-23T07:53:09-07:00 Los_Angeles,210L/s
2021-03-23T07:54:09-07:00 Los_Angeles,205L/s
2021-03-23T07:55:09-07:00 Los_Angeles,210L/s
2021-03-23T07:56:09-07:00 Los_Angeles,200L/s
2021-03-23T07:57:11-07:00 Los_Angeles,205L/s
2021-03-23T07:58:11-07:00 Los_Angeles,200L/s
2021-03-23T07:59:11-07:00 Los_Angeles,205L/s
2021-03-23T08:00:00-07:00 Los_Angeles,205L/s
2021-03-23T08:01:00-07:00 Los_Angeles,200L/s
2021-03-23T08:02:00-07:00 Los_Angeles,205L/s
2021-03-23T08:03:04-07:00 Los_Angeles,210.27777099609375L/s
2021-03-23T08:04:04-07:00 Los_Angeles,205L/s
2021-03-23T08:05:15-07:00 Los_Angeles,200.27777099609375L/s
2021-03-23T08:06:15-07:00 Los_Angeles,205L/s
2021-03-23T08:07:36-07:00 Los_Angeles,210L/s
2021-03-23T08:08:36-07:00 Los_Angeles,205L/s
2021-03-23T08:09:36-07:00 Los_Angeles,200L/s
2021-03-23T08:10:00-07:00 Los_Angeles,205L/s
2021-03-23T08:11:08-07:00 Los_Angeles,200L/s
2021-03-23T08:12:08-07:00 Los_Angeles,205L/s
2021-03-23T08:13:29-07:00 Los_Angeles,200L/s
2021-03-23T08:14:40-07:00 Los_Angeles,205L/s
2021-03-23T08:15:40-07:00 Los_Angeles,200L/s
2021-03-23T08:16:40-07:00 Los_Angeles,205L/s
2021-03-23T08:17:40-07:00 Los_Angeles,200L/s
2021-03-23T08:18:40-07:00 Los_Angeles,205L/s
2021-03-23T08:19:40-07:00 Los_Angeles,200L/s
2021-03-23T08:20:00-07:00 Los_Angeles,195L/s
2021-03-23T08:21:00-07:00 Los_Angeles,205L/s
2021-03-23T08:22:03-07:00 Los_Angeles,200.8333282470703L/s
2021-03-23T08:23:03-07:00 Los_Angeles,205L/s
2021-03-23T08:25:24-07:00 Los_Angeles,200L/s
2021-03-23T08:26:24-07:00 Los_Angeles,205L/s
2021-03-23T08:27:35-07:00 Los_Angeles,210L/s
2021-03-23T08:28:35-07:00 Los_Angeles,200L/s
2021-03-23T08:30:00-07:00 Los_Angeles,200L/s
2021-03-23T08:31:27-07:00 Los_Angeles,195L/s
2021-03-23T08:32:27-07:00 Los_Angeles,200L/s
2021-03-23T08:33:28-07:00 Los_Angeles,195L/s
2021-03-23T08:34:28-07:00 Los_Angeles,200L/s
2021-03-23T08:35:29-07:00 Los_Angeles,195L/s
2021-03-23T08:36:29-07:00 Los_Angeles,200L/s
2021-03-23T08:37:29-07:00 Los_Angeles,195L/s
2021-03-23T08:38:50-07:00 Los_Angeles,200L/s
2021-03-23T08:39:51-07:00 Los_Angeles,195L/s
2021-03-23T08:40:00-07:00 Los_Angeles,200L/s
2021-03-23T08:41:00-07:00 Los_Angeles,205L/s
2021-03-23T08:42:12-07:00 Los_Angeles,200L/s
2021-03-23T08:43:12-07:00 Los_Angeles,205L/s
2021-03-23T08:44:54-07:00 Los_Angeles,210L/s
2021-03-23T08:45:54-07:00 Los_Angeles,205L/s
2021-03-23T08:46:54-07:00 Los_Angeles,195L/s
2021-03-23T08:47:54-07:00 Los_Angeles,200L/s
2021-03-23T08:48:56-07:00 Los_Angeles,195L/s
2021-03-23T08:49:57-07:00 Los_Angeles,200L/s
2021-03-23T08:50:00-07:00 Los_Angeles,200L/s
2021-03-23T08:51:00-07:00 Los_Angeles,195L/s
2021-03-23T08:52:08-07:00 Los_Angeles,200L/s
2021-03-23T08:53:09-07:00 Los_Angeles,195L/s
2021-03-23T08:54:09-07:00 Los_Angeles,190L/s
2021-03-23T08:55:09-07:00 Los_Angeles,195L/s
2021-03-23T08:56:09-07:00 Los_Angeles,190L/s
2021-03-23T08:57:09-07:00 Los_Angeles,195L/s
2021-03-23T08:58:12-07:00 Los_Angeles,190L/s
2021-03-23T08:59:12-07:00 Los_Angeles,195L/s
2021-03-23T09:00:00-07:00 Los_Angeles,195L/s
2021-03-23T09:01:00-07:00 Los_Angeles,200L/s
2021-03-23T09:02:00-07:00 Los_Angeles,195L/s
2021-03-23T09:03:05-07:00 Los_Angeles,190L/s
2021-03-23T09:04:05-07:00 Los_Angeles,195L/s
2021-03-23T09:05:05-07:00 Los_Angeles,190L/s
2021-03-23T09:06:07-07:00 Los_Angeles,195L/s
2021-03-23T09:07:08-07:00 Los_Angeles,190L/s
2021-03-23T09:08:09-07:00 Los_Angeles,195L/s
2021-03-23T09:09:20-07:00 Los_Angeles,200L/s
2021-03-23T09:10:00-07:00 Los_Angeles,195L/s
2021-03-23T09:11:00-07:00 Los_Angeles,200L/s
2021-03-23T09:12:00-07:00 Los_Angeles,195L/s
2021-03-23T09:13:00-07:00 Los_Angeles,190L/s
2021-03-23T09:14:00-07:00 Los_Angeles,185L/s
2021-03-23T09:15:33-07:00 Los_Angeles,180L/s
2021-03-23T09:16:33-07:00 Los_Angeles,185L/s
2021-03-23T09:17:35-07:00 Los_Angeles,180L/s
2021-03-23T09:18:35-07:00 Los_Angeles,185L/s
2021-03-23T09:19:35-07:00 Los_Angeles,180L/s
2021-03-23T09:20:00-07:00 Los_Angeles,175L/s
2021-03-23T09:21:07-07:00 Los_Angeles,180L/s
2021-03-23T09:22:07-07:00 Los_Angeles,175L/s
2021-03-23T09:23:18-07:00 Los_Angeles,170L/s
2021-03-23T09:24:18-07:00 Los_Angeles,175L/s
2021-03-23T09:25:19-07:00 Los_Angeles,170L/s
2021-03-23T09:26:19-07:00 Los_Angeles,175L/s
2021-03-23T09:27:19-07:00 Los_Angeles,170L/s
2021-03-23T09:28:21-07:00 Los_Angeles,175L/s
2021-03-23T09:29:21-07:00 Los_Angeles,165L/s
2021-03-23T09:30:00-07:00 Los_Angeles,170L/s
2021-03-23T09:31:00-07:00 Los_Angeles,160L/s
2021-03-23T09:32:00-07:00 Los_Angeles,175L/s
2021-03-23T09:33:03-07:00 Los_Angeles,170L/s
2021-03-23T09:34:03-07:00 Los_Angeles,175L/s
2021-03-23T09:35:03-07:00 Los_Angeles,165L/s
2021-03-23T09:37:06-07:00 Los_Angeles,170L/s
2021-03-23T09:38:06-07:00 Los_Angeles,165L/s
2021-03-23T09:39:06-07:00 Los_Angeles,170L/s
2021-03-23T09:40:00-07:00 Los_Angeles,170L/s
2021-03-23T09:41:00-07:00 Los_Angeles,165L/s
2021-03-23T09:42:19-07:00 Los_Angeles,170L/s
2021-03-23T09:43:19-07:00 Los_Angeles,165L/s
2021-03-23T09:44:19-07:00 Los_Angeles,170L/s
2021-03-23T09:45:19-07:00 Los_Angeles,165L/s
2021-03-23T09:46:19-07:00 Los_Angeles,170L/s
2021-03-23T09:48:01-07:00 Los_Angeles,175L/s
2021-03-23T09:49:32-07:00 Los_Angeles,180L/s
2021-03-23T09:50:00-07:00 Los_Angeles,170L/s
2021-03-23T09:51:00-07:00 Los_Angeles,175L/s
2021-03-23T09:52:00-07:00 Los_Angeles,170L/s
2021-03-23T09:53:00-07:00 Los_Angeles,175L/s
2021-03-23T09:55:16-07:00 Los_Angeles,170L/s
2021-03-23T09:56:16-07:00 Los_Angeles,175L/s
2021-03-23T09:57:17-07:00 Los_Angeles,180L/s
2021-03-23T09:58:38-07:00 Los_Angeles,185L/s
2021-03-23T09:59:38-07:00 Los_Angeles,180L/s
2021-03-23T10:00:00-07:00 Los_Angeles,185L/s
2021-03-23T10:01:00-07:00 Los_Angeles,180L/s
2021-03-23T10:02:30-07:00 Los_Angeles,175L/s
2021-03-23T10:03:40-07:00 Los_Angeles,180L/s
2021-03-23T10:04:40-07:00 Los_Angeles,175L/s
2021-03-23T10:05:40-07:00 Los_Angeles,180.27777099609375L/s
2021-03-23T10:06:44-07:00 Los_Angeles,185L/s
2021-03-23T10:07:44-07:00 Los_Angeles,180L/s
2021-03-23T10:08:45-07:00 Los_Angeles,175L/s
2021-03-23T10:09:45-07:00 Los_Angeles,180L/s
2021-03-23T10:10:00-07:00 Los_Angeles,175L/s
2021-03-23T10:11:06-07:00 Los_Angeles,180L/s
2021-03-23T10:12:06-07:00 Los_Angeles,175L/s
2021-03-23T10:13:06-07:00 Los_Angeles,180L/s
2021-03-23T10:14:10-07:00 Los_Angeles,175L/s
2021-03-23T10:15:10-07:00 Los_Angeles,180L/s
2021-03-23T10:16:10-07:00 Los_Angeles,175L/s
2021-03-23T10:17:10-07:00 Los_Angeles,180L/s
2021-03-23T10:18:19-07:00 Los_Angeles,175L/s
2021-03-23T10:19:19-07:00 Los_Angeles,180L/s
2021-03-23T10:20:00-07:00 Los_Angeles,175L/s
2021-03-23T10:21:20-07:00 Los_Angeles,180L/s
2021-03-23T10:22:20-07:00 Los_Angeles,175L/s
2021-03-23T10:23:20-07:00 Los_Angeles,180L/s
2021-03-23T10:24:20-07:00 Los_Angeles,175L/s
2021-03-23T10:26:24-07:00 Los_Angeles,180L/s
2021-03-23T10:27:24-07:00 Los_Angeles,185L/s
2021-03-23T10:28:25-07:00 Los_Angeles,180L/s
2021-03-23T10:29:25-07:00 Los_Angeles,185L/s
2021-03-23T10:30:00-07:00 Los_Angeles,180L/s
2021-03-23T10:31:00-07:00 Los_Angeles,170L/s
2021-03-23T10:32:06-07:00 Los_Angeles,175L/s
2021-03-23T10:33:37-07:00 Los_Angeles,170L/s
2021-03-23T10:34:37-07:00 Los_Angeles,175L/s
2021-03-23T10:35:48-07:00 Los_Angeles,170L/s
2021-03-23T10:36:48-07:00 Los_Angeles,175L/s
2021-03-23T10:37:48-07:00 Los_Angeles,170L/s
2021-03-23T10:38:50-07:00 Los_Angeles,175L/s
2021-03-23T10:39:50-07:00 Los_Angeles,170L/s
2021-03-23T10:40:00-07:00 Los_Angeles,170L/s
2021-03-23T10:41:00-07:00 Los_Angeles,165L/s
2021-03-23T10:42:00-07:00 Los_Angeles,170L/s
2021-03-23T10:43:00-07:00 Los_Angeles,160L/s
2021-03-23T10:44:00-07:00 Los_Angeles,165L/s
2021-03-23T10:45:23-07:00 Los_Angeles,170L/s
2021-03-23T10:46:23-07:00 Los_Angeles,164.44444274902344L/s
2021-03-23T10:47:34-07:00 Los_Angeles,170L/s
2021-03-23T10:48:34-07:00 Los_Angeles,165L/s
2021-03-23T10:49:34-07:00 Los_Angeles,170L/s
2021-03-23T10:50:00-07:00 Los_Angeles,165L/s
2021-03-23T10:51:36-07:00 Los_Angeles,160L/s
2021-03-23T10:52:36-07:00 Los_Angeles,165L/s
2021-03-23T10:54:07-07:00 Los_Angeles,160L/s
2021-03-23T10:55:07-07:00 Los_Angeles,165L/s
2021-03-23T10:56:07-07:00 Los_Angeles,160L/s
2021-03-23T10:57:07-07:00 Los_Angeles,165L/s
2021-03-23T10:58:10-07:00 Los_Angeles,160L/s
2021-03-23T10:59:10-07:00 Los_Angeles,165L/s
2021-03-23T11:00:00-07:00 Los_Angeles,165L/s
2021-03-23T11:01:01-07:00 Los_Angeles,160L/s
2021-03-23T11:03:12-07:00 Los_Angeles,165L/s
2021-03-23T11:04:33-07:00 Los_Angeles,160L/s
2021-03-23T11:05:33-07:00 Los_Angeles,165L/s
2021-03-23T11:06:34-07:00 Los_Angeles,170L/s
2021-03-23T11:07:34-07:00 Los_Angeles,165.27777099609375L/s
2021-03-23T11:08:34-07:00 Los_Angeles,170L/s
2021-03-23T11:09:34-07:00 Los_Angeles,165L/s
2021-03-23T11:10:00-07:00 Los_Angeles,165L/s
2021-03-23T11:11:06-07:00 Los_Angeles,160L/s
2021-03-23T11:12:06-07:00 Los_Angeles,155L/s
2021-03-23T11:13:06-07:00 Los_Angeles,160L/s
2021-03-23T11:14:06-07:00 Los_Angeles,155L/s
2021-03-23T11:15:06-07:00 Los_Angeles,165L/s
2021-03-23T11:16:06-07:00 Los_Angeles,155L/s
2021-03-23T11:17:13-07:00 Los_Angeles,150L/s
2021-03-23T11:18:13-07:00 Los_Angeles,160L/s
2021-03-23T11:19:14-07:00 Los_Angeles,155L/s
2021-03-23T11:20:00-07:00 Los_Angeles,160L/s
2021-03-23T11:21:05-07:00 Los_Angeles,155L/s
2021-03-23T11:22:05-07:00 Los_Angeles,165L/s
2021-03-23T11:23:06-07:00 Los_Angeles,160L/s
2021-03-23T11:24:06-07:00 Los_Angeles,165L/s
2021-03-23T11:25:06-07:00 Los_Angeles,160L/s
2021-03-23T11:26:06-07:00 Los_Angeles,165L/s
2021-03-23T11:27:18-07:00 Los_Angeles,170L/s
2021-03-23T11:28:18-07:00 Los_Angeles,165L/s
2021-03-23T11:29:18-07:00 Los_Angeles,170L/s
2021-03-23T11:30:00-07:00 Los_Angeles,160L/s
2021-03-23T11:31:00-07:00 Los_Angeles,165L/s
2021-03-23T11:32:00-07:00 Los_Angeles,160L/s
2021-03-23T11:33:02-07:00 Los_Angeles,165L/s
2021-03-23T11:34:02-07:00 Los_Angeles,160L/s
2021-03-23T11:35:02-07:00 Los_Angeles,165L/s
2021-03-23T11:36:02-07:00 Los_Angeles,160L/s
2021-03-23T11:37:04-07:00 Los_Angeles,155L/s
2021-03-23T11:38:24-07:00 Los_Angeles,160L/s
2021-03-23T11:39:25-07:00 Los_Angeles,155L/s
2021-03-23T11:40:00-07:00 Los_Angeles,160L/s
2021-03-23T11:41:00-07:00 Los_Angeles,150L/s
2021-03-23T11:42:00-07:00 Los_Angeles,160L/s
2021-03-23T11:43:00-07:00 Los_Angeles,155L/s
2021-03-23T11:44:08-07:00 Los_Angeles,160L/s
2021-03-23T11:45:08-07:00 Los_Angeles,155L/s
2021-03-23T11:46:08-07:00 Los_Angeles,150L/s
2021-03-23T11:47:08-07:00 Los_Angeles,160L/s
2021-03-23T11:48:15-07:00 Los_Angeles,150L/s
2021-03-23T11:49:15-07:00 Los_Angeles,155L/s
2021-03-23T11:50:00-07:00 Los_Angeles,145L/s
2021-03-23T11:51:00-07:00 Los_Angeles,150L/s
2021-03-23T11:52:18-07:00 Los_Angeles,145L/s
2021-03-23T11:53:38-07:00 Los_Angeles,150L/s
2021-03-23T11:54:38-07:00 Los_Angeles,140L/s
2021-03-23T11:55:38-07:00 Los_Angeles,145L/s
2021-03-23T11:56:38-07:00 Los_Angeles,135L/s
2021-03-23T11:57:40-07:00 Los_Angeles,140L/s
2021-03-23T11:58:50-07:00 Los_Angeles,135L/s
2021-03-23T11:59:51-07:00 Los_Angeles,140L/s
2021-03-23T12:00:00-07:00 Los_Angeles,140L/s
2021-03-23T12:01:00-07:00 Los_Angeles,150L/s
2021-03-23T12:02:02-07:00 Los_Angeles,140L/s
2021-03-23T12:03:02-07:00 Los_Angeles,145L/s
2021-03-23T12:04:13-07:00 Los_Angeles,140L/s
2021-03-23T12:05:14-07:00 Los_Angeles,145L/s
2021-03-23T12:06:14-07:00 Los_Angeles,150L/s
2021-03-23T12:07:14-07:00 Los_Angeles,145L/s
2021-03-23T12:08:46-07:00 Los_Angeles,149.72222900390625L/s
2021-03-23T12:09:46-07:00 Los_Angeles,145L/s
2021-03-23T12:10:00-07:00 Los_Angeles,145L/s
2021-03-23T12:11:00-07:00 Los_Angeles,150L/s
2021-03-23T12:12:48-07:00 Los_Angeles,145L/s
2021-03-23T12:13:48-07:00 Los_Angeles,155L/s
2021-03-23T12:14:48-07:00 Los_Angeles,150L/s
2021-03-23T12:15:48-07:00 Los_Angeles,145L/s
2021-03-23T12:16:50-07:00 Los_Angeles,140L/s
2021-03-23T12:17:50-07:00 Los_Angeles,145L/s
2021-03-23T12:18:50-07:00 Los_Angeles,140L/s
2021-03-23T12:19:51-07:00 Los_Angeles,145L/s
2021-03-23T12:20:00-07:00 Los_Angeles,145L/s
2021-03-23T12:21:22-07:00 Los_Angeles,150L/s
2021-03-23T12:22:33-07:00 Los_Angeles,155L/s
2021-03-23T12:23:33-07:00 Los_Angeles,160L/s
2021-03-23T12:24:33-07:00 Los_Angeles,155L/s
2021-03-23T12:25:44-07:00 Los_Angeles,160L/s
2021-03-23T12:26:44-07:00 Los_Angeles,150L/s
2021-03-23T12:27:44-07:00 Los_Angeles,145L/s
2021-03-23T12:28:44-07:00 Los_Angeles,140L/s
2021-03-23T12:29:57-07:00 Los_Angeles,145L/s
2021-03-23T12:30:00-07:00 Los_Angeles,145L/s
2021-03-23T12:31:07-07:00 Los_Angeles,150L/s
2021-03-23T12:32:07-07:00 Los_Angeles,145L/s
2021-03-23T12:33:08-07:00 Los_Angeles,150L/s
2021-03-23T12:34:18-07:00 Los_Angeles,145L/s
2021-03-23T12:35:19-07:00 Los_Angeles,150L/s
2021-03-23T12:36:34-07:00 Los_Angeles,140L/s
2021-03-23T12:37:34-07:00 Los_Angeles,150L/s
2021-03-23T12:38:34-07:00 Los_Angeles,145L/s
2021-03-23T12:39:34-07:00 Los_Angeles,150L/s
2021-03-23T12:40:00-07:00 Los_Angeles,150L/s
2021-03-23T12:41:06-07:00 Los_Angeles,155L/s
2021-03-23T12:42:06-07:00 Los_Angeles,145L/s
2021-03-23T12:43:06-07:00 Los_Angeles,155L/s
2021-03-23T12:44:08-07:00 Los_Angeles,150L/s
2021-03-23T12:45:08-07:00 Los_Angeles,155L/s
2021-03-23T12:46:08-07:00 Los_Angeles,150L/s
2021-03-23T12:47:30-07:00 Los_Angeles,145L/s
2021-03-23T12:48:30-07:00 Los_Angeles,150L/s
2021-03-23T12:49:30-07:00 Los_Angeles,145L/s
2021-03-23T12:50:00-07:00 Los_Angeles,145L/s
2021-03-23T12:52:02-07:00 Los_Angeles,140L/s
2021-03-23T12:53:22-07:00 Los_Angeles,145L/s
2021-03-23T12:54:23-07:00 Los_Angeles,140L/s
2021-03-23T12:55:23-07:00 Los_Angeles,145L/s
2021-03-23T12:56:23-07:00 Los_Angeles,140L/s
2021-03-23T12:57:24-07:00 Los_Angeles,135L/s
2021-03-23T12:58:24-07:00 Los_Angeles,145L/s
2021-03-23T12:59:24-07:00 Los_Angeles,140L/s
2021-03-23T13:00:00-07:00 Los_Angeles,145L/s
2021-03-23T13:01:00-07:00 Los_Angeles,140L/s
2021-03-23T13:02:00-07:00 Los_Angeles,145L/s
2021-03-23T13:03:00-07:00 Los_Angeles,140L/s
2021-03-23T13:04:00-07:00 Los_Angeles,145L/s
2021-03-23T13:05:00-07:00 Los_Angeles,140L/s
2021-03-23T13:06:00-07:00 Los_Angeles,145L/s
2021-03-23T13:07:00-07:00 Los_Angeles,140L/s
2021-03-23T13:08:09-07:00 Los_Angeles,145L/s
2021-03-23T13:09:10-07:00 Los_Angeles,150L/s
2021-03-23T13:10:00-07:00 Los_Angeles,150L/s
2021-03-23T13:11:00-07:00 Los_Angeles,155L/s
2021-03-23T13:12:01-07:00 Los_Angeles,150L/s
2021-03-23T13:13:22-07:00 Los_Angeles,145L/s
2021-03-23T13:14:22-07:00 Los_Angeles,140L/s
2021-03-23T13:15:24-07:00 Los_Angeles,135L/s
2021-03-23T13:16:24-07:00 Los_Angeles,140L/s
2021-03-23T13:17:24-07:00 Los_Angeles,135L/s
2021-03-23T13:18:25-07:00 Los_Angeles,140L/s
2021-03-23T13:19:25-07:00 Los_Angeles,135L/s
2021-03-23T13:20:00-07:00 Los_Angeles,140L/s
