Timestamp,Campus Energy Centre Campus HW Main Meter Flow
2021-04-09T13:32:24-07:00 Los_Angeles,210L/s
2021-04-09T13:33:24-07:00 Los_Angeles,215L/s
2021-04-09T13:34:37-07:00 Los_Angeles,210L/s
2021-04-09T13:35:37-07:00 Los_Angeles,215L/s
2021-04-09T13:36:37-07:00 Los_Angeles,210L/s
2021-04-09T13:37:37-07:00 Los_Angeles,215L/s
2021-04-09T13:38:37-07:00 Los_Angeles,205L/s
2021-04-09T13:39:37-07:00 Los_Angeles,210L/s
2021-04-09T13:40:00-07:00 Los_Angeles,215L/s
2021-04-09T13:41:09-07:00 Los_Angeles,210L/s
2021-04-09T13:42:10-07:00 Los_Angeles,220L/s
2021-04-09T13:43:10-07:00 Los_Angeles,215L/s
2021-04-09T13:44:41-07:00 Los_Angeles,210L/s
2021-04-09T13:45:41-07:00 Los_Angeles,205L/s
2021-04-09T13:46:41-07:00 Los_Angeles,215L/s
2021-04-09T13:47:42-07:00 Los_Angeles,210L/s
2021-04-09T13:48:42-07:00 Los_Angeles,215L/s
2021-04-09T13:49:42-07:00 Los_Angeles,210L/s
2021-04-09T13:50:00-07:00 Los_Angeles,205L/s
2021-04-09T13:51:00-07:00 Los_Angeles,210L/s
2021-04-09T13:52:00-07:00 Los_Angeles,205L/s
2021-04-09T13:53:00-07:00 Los_Angeles,210L/s
2021-04-09T13:54:00-07:00 Los_Angeles,205L/s
2021-04-09T13:55:47-07:00 Los_Angeles,200L/s
2021-04-09T13:57:08-07:00 Los_Angeles,205L/s
2021-04-09T13:58:08-07:00 Los_Angeles,195L/s
2021-04-09T13:59:08-07:00 Los_Angeles,205L/s
2021-04-09T14:00:00-07:00 Los_Angeles,205L/s
2021-04-09T14:01:00-07:00 Los_Angeles,200L/s
2021-04-09T14:02:00-07:00 Los_Angeles,205L/s
2021-04-09T14:03:00-07:00 Los_Angeles,200L/s
2021-04-09T14:04:00-07:00 Los_Angeles,195L/s
2021-04-09T14:05:02-07:00 Los_Angeles,205L/s
2021-04-09T14:06:02-07:00 Los_Angeles,195L/s
2021-04-09T14:07:33-07:00 Los_Angeles,190L/s
2021-04-09T14:08:33-07:00 Los_Angeles,195L/s
2021-04-09T14:09:33-07:00 Los_Angeles,190L/s
2021-04-09T14:10:00-07:00 Los_Angeles,190L/s
2021-04-09T14:11:05-07:00 Los_Angeles,195L/s
2021-04-09T14:12:36-07:00 Los_Angeles,191.11111450195312L/s
2021-04-09T14:13:36-07:00 Los_Angeles,190L/s
2021-04-09T14:14:36-07:00 Los_Angeles,185L/s
2021-04-09T14:15:36-07:00 Los_Angeles,190L/s
2021-04-09T14:16:48-07:00 Los_Angeles,185L/s
2021-04-09T14:17:48-07:00 Los_Angeles,190L/s
2021-04-09T14:18:48-07:00 Los_Angeles,185L/s
2021-04-09T14:19:48-07:00 Los_Angeles,190L/s
2021-04-09T14:20:00-07:00 Los_Angeles,185L/s
2021-04-09T14:21:00-07:00 Los_Angeles,190L/s
2021-04-09T14:22:00-07:00 Los_Angeles,195L/s
2021-04-09T14:23:01-07:00 Los_Angeles,190L/s
2021-04-09T14:24:01-07:00 Los_Angeles,185L/s
2021-04-09T14:25:01-07:00 Los_Angeles,195L/s
2021-04-09T14:26:01-07:00 Los_Angeles,190L/s
2021-04-09T14:27:13-07:00 Los_Angeles,185L/s
2021-04-09T14:28:13-07:00 Los_Angeles,190L/s
2021-04-09T14:29:15-07:00 Los_Angeles,195L/s
2021-04-09T14:30:00-07:00 Los_Angeles,195L/s
2021-04-09T14:31:00-07:00 Los_Angeles,190L/s
2021-04-09T14:32:00-07:00 Los_Angeles,200L/s
2021-04-09T14:33:00-07:00 Los_Angeles,195.27777099609375L/s
2021-04-09T14:34:07-07:00 Los_Angeles,200L/s
2021-04-09T14:35:18-07:00 Los_Angeles,195L/s
2021-04-09T14:36:18-07:00 Los_Angeles,200L/s
2021-04-09T14:37:20-07:00 Los_Angeles,195L/s
2021-04-09T14:39:11-07:00 Los_Angeles,200L/s
2021-04-09T14:40:00-07:00 Los_Angeles,200L/s
2021-04-09T14:41:01-07:00 Los_Angeles,195L/s
2021-04-09T14:42:01-07:00 Los_Angeles,200L/s
2021-04-09T14:43:23-07:00 Los_Angeles,205L/s
2021-04-09T14:44:23-07:00 Los_Angeles,200L/s
2021-04-09T14:45:23-07:00 Los_Angeles,205L/s
2021-04-09T14:46:24-07:00 Los_Angeles,200L/s
2021-04-09T14:47:24-07:00 Los_Angeles,205L/s
2021-04-09T14:48:35-07:00 Los_Angeles,200L/s
2021-04-09T14:49:36-07:00 Los_Angeles,205L/s
2021-04-09T14:50:00-07:00 Los_Angeles,205L/s
2021-04-09T14:51:07-07:00 Los_Angeles,200L/s
2021-04-09T14:52:07-07:00 Los_Angeles,209.1666717529297L/s
2021-04-09T14:53:07-07:00 Los_Angeles,205L/s
2021-04-09T14:54:07-07:00 Los_Angeles,210L/s
2021-04-09T14:55:09-07:00 Los_Angeles,215L/s
2021-04-09T14:56:19-07:00 Los_Angeles,210L/s
2021-04-09T14:57:19-07:00 Los_Angeles,205L/s
2021-04-09T14:58:19-07:00 Los_Angeles,210L/s
2021-04-09T14:59:21-07:00 Los_Angeles,200L/s
2021-04-09T15:00:00-07:00 Los_Angeles,205L/s
2021-04-09T15:01:00-07:00 Los_Angeles,190L/s
2021-04-09T15:02:00-07:00 Los_Angeles,185L/s
2021-04-09T15:03:02-07:00 Los_Angeles,190L/s
2021-04-09T15:04:13-07:00 Los_Angeles,185L/s
2021-04-09T15:05:13-07:00 Los_Angeles,190L/s
2021-04-09T15:06:34-07:00 Los_Angeles,185L/s
2021-04-09T15:07:34-07:00 Los_Angeles,195L/s
2021-04-09T15:08:42-07:00 Los_Angeles,190L/s
2021-04-09T15:09:42-07:00 Los_Angeles,195L/s
2021-04-09T15:10:00-07:00 Los_Angeles,195L/s
2021-04-09T15:11:03-07:00 Los_Angeles,190L/s
2021-04-09T15:12:03-07:00 Los_Angeles,195L/s
2021-04-09T15:13:03-07:00 Los_Angeles,190L/s
2021-04-09T15:14:03-07:00 Los_Angeles,195L/s
2021-04-09T15:15:15-07:00 Los_Angeles,200L/s
2021-04-09T15:16:15-07:00 Los_Angeles,195L/s
2021-04-09T15:17:26-07:00 Los_Angeles,200L/s
2021-04-09T15:18:57-07:00 Los_Angeles,205L/s
2021-04-09T15:19:57-07:00 Los_Angeles,195L/s
2021-04-09T15:20:00-07:00 Los_Angeles,200L/s
2021-04-09T15:21:08-07:00 Los_Angeles,195L/s
2021-04-09T15:22:08-07:00 Los_Angeles,200L/s
2021-04-09T15:23:08-07:00 Los_Angeles,195L/s
2021-04-09T15:24:09-07:00 Los_Angeles,190L/s
2021-04-09T15:25:09-07:00 Los_Angeles,195L/s
2021-04-09T15:26:09-07:00 Los_Angeles,190L/s
2021-04-09T15:27:09-07:00 Los_Angeles,195L/s
2021-04-09T15:28:09-07:00 Los_Angeles,200L/s
2021-04-09T15:29:18-07:00 Los_Angeles,195L/s
2021-04-09T15:30:00-07:00 Los_Angeles,200L/s
2021-04-09T15:31:49-07:00 Los_Angeles,194.72222900390625L/s
2021-04-09T15:33:20-07:00 Los_Angeles,200L/s
2021-04-09T15:34:20-07:00 Los_Angeles,195.27777099609375L/s
2021-04-09T15:35:41-07:00 Los_Angeles,200L/s
2021-04-09T15:36:41-07:00 Los_Angeles,195L/s
2021-04-09T15:37:41-07:00 Los_Angeles,200L/s
2021-04-09T15:38:43-07:00 Los_Angeles,195L/s
2021-04-09T15:39:43-07:00 Los_Angeles,200L/s
2021-04-09T15:40:00-07:00 Los_Angeles,200L/s
2021-04-09T15:41:04-07:00 Los_Angeles,205L/s
2021-04-09T15:42:14-07:00 Los_Angeles,200L/s
2021-04-09T15:43:15-07:00 Los_Angeles,195L/s
2021-04-09T15:44:18-07:00 Los_Angeles,200L/s
2021-04-09T15:45:18-07:00 Los_Angeles,195L/s
2021-04-09T15:46:41-07:00 Los_Angeles,200L/s
2021-04-09T15:47:41-07:00 Los_Angeles,195L/s
2021-04-09T15:48:41-07:00 Los_Angeles,200L/s
2021-04-09T15:49:41-07:00 Los_Angeles,195L/s
2021-04-09T15:50:00-07:00 Los_Angeles,195L/s
2021-04-09T15:51:00-07:00 Los_Angeles,200L/s
2021-04-09T15:52:04-07:00 Los_Angeles,195L/s
2021-04-09T15:53:25-07:00 Los_Angeles,200L/s
2021-04-09T15:54:34-07:00 Los_Angeles,196.38888549804688L/s
2021-04-09T15:55:34-07:00 Los_Angeles,195L/s
2021-04-09T15:56:35-07:00 Los_Angeles,200L/s
2021-04-09T15:57:35-07:00 Los_Angeles,190L/s
2021-04-09T15:58:35-07:00 Los_Angeles,195L/s
2021-04-09T15:59:36-07:00 Los_Angeles,190L/s
2021-04-09T16:00:00-07:00 Los_Angeles,190L/s
2021-04-09T16:01:47-07:00 Los_Angeles,185L/s
2021-04-09T16:02:47-07:00 Los_Angeles,190L/s
2021-04-09T16:03:58-07:00 Los_Angeles,185L/s
2021-04-09T16:04:58-07:00 Los_Angeles,190L/s
2021-04-09T16:05:58-07:00 Los_Angeles,195L/s
2021-04-09T16:07:00-07:00 Los_Angeles,190L/s
2021-04-09T16:08:00-07:00 Los_Angeles,195L/s
2021-04-09T16:09:51-07:00 Los_Angeles,200L/s
2021-04-09T16:10:00-07:00 Los_Angeles,200L/s
2021-04-09T16:11:11-07:00 Los_Angeles,195L/s
2021-04-09T16:13:02-07:00 Los_Angeles,190L/s
2021-04-09T16:14:03-07:00 Los_Angeles,195L/s
2021-04-09T16:15:03-07:00 Los_Angeles,190.27777099609375L/s
2021-04-09T16:16:03-07:00 Los_Angeles,200L/s
2021-04-09T16:17:03-07:00 Los_Angeles,190L/s
2021-04-09T16:18:04-07:00 Los_Angeles,195L/s
2021-04-09T16:19:05-07:00 Los_Angeles,190L/s
2021-04-09T16:20:00-07:00 Los_Angeles,195L/s
2021-04-09T16:22:26-07:00 Los_Angeles,190L/s
2021-04-09T16:23:36-07:00 Los_Angeles,195L/s
2021-04-09T16:24:38-07:00 Los_Angeles,190L/s
2021-04-09T16:26:08-07:00 Los_Angeles,185L/s
2021-04-09T16:27:08-07:00 Los_Angeles,190L/s
2021-04-09T16:28:29-07:00 Los_Angeles,195L/s
2021-04-09T16:29:29-07:00 Los_Angeles,185L/s
2021-04-09T16:30:00-07:00 Los_Angeles,190L/s
2021-04-09T16:31:00-07:00 Los_Angeles,185L/s
2021-04-09T16:32:00-07:00 Los_Angeles,190L/s
2021-04-09T16:33:00-07:00 Los_Angeles,195L/s
2021-04-09T16:34:12-07:00 Los_Angeles,190L/s
2021-04-09T16:36:23-07:00 Los_Angeles,195.27777099609375L/s
2021-04-09T16:37:23-07:00 Los_Angeles,190L/s
2021-04-09T16:38:44-07:00 Los_Angeles,195L/s
2021-04-09T16:40:00-07:00 Los_Angeles,195L/s
2021-04-09T16:41:00-07:00 Los_Angeles,190L/s
2021-04-09T16:42:56-07:00 Los_Angeles,185L/s
2021-04-09T16:44:57-07:00 Los_Angeles,190L/s
2021-04-09T16:46:08-07:00 Los_Angeles,185L/s
2021-04-09T16:47:18-07:00 Los_Angeles,190L/s
2021-04-09T16:48:18-07:00 Los_Angeles,185L/s
2021-04-09T16:49:39-07:00 Los_Angeles,190L/s
2021-04-09T16:50:00-07:00 Los_Angeles,185L/s
2021-04-09T16:51:00-07:00 Los_Angeles,190L/s
2021-04-09T16:52:10-07:00 Los_Angeles,195L/s
2021-04-09T16:53:11-07:00 Los_Angeles,200L/s
2021-04-09T16:54:11-07:00 Los_Angeles,195L/s
2021-04-09T16:55:11-07:00 Los_Angeles,190L/s
2021-04-09T16:56:11-07:00 Los_Angeles,191.11111450195312L/s
2021-04-09T16:57:12-07:00 Los_Angeles,190L/s
2021-04-09T16:58:12-07:00 Los_Angeles,185L/s
2021-04-09T16:59:12-07:00 Los_Angeles,190L/s
2021-04-09T17:00:00-07:00 Los_Angeles,185L/s
2021-04-09T17:01:00-07:00 Los_Angeles,195L/s
2021-04-09T17:02:05-07:00 Los_Angeles,190L/s
2021-04-09T17:03:06-07:00 Los_Angeles,195L/s
2021-04-09T17:04:06-07:00 Los_Angeles,190L/s
2021-04-09T17:05:06-07:00 Los_Angeles,185L/s
2021-04-09T17:06:06-07:00 Los_Angeles,190L/s
2021-04-09T17:07:06-07:00 Los_Angeles,185L/s
2021-04-09T17:08:59-07:00 Los_Angeles,180L/s
2021-04-09T17:09:59-07:00 Los_Angeles,185L/s
2021-04-09T17:10:00-07:00 Los_Angeles,185L/s
2021-04-09T17:11:00-07:00 Los_Angeles,180L/s
2021-04-09T17:12:00-07:00 Los_Angeles,185L/s
2021-04-09T17:13:00-07:00 Los_Angeles,180L/s
2021-04-09T17:14:00-07:00 Los_Angeles,190.8333282470703L/s
2021-04-09T17:15:00-07:00 Los_Angeles,186.11111450195312L/s
2021-04-09T17:16:00-07:00 Los_Angeles,190L/s
2021-04-09T17:17:04-07:00 Los_Angeles,185L/s
2021-04-09T17:18:04-07:00 Los_Angeles,180L/s
2021-04-09T17:19:04-07:00 Los_Angeles,185L/s
2021-04-09T17:20:00-07:00 Los_Angeles,180L/s
2021-04-09T17:21:06-07:00 Los_Angeles,185L/s
2021-04-09T17:22:06-07:00 Los_Angeles,180L/s
2021-04-09T17:23:06-07:00 Los_Angeles,185L/s
2021-04-09T17:24:06-07:00 Los_Angeles,180L/s
2021-04-09T17:25:06-07:00 Los_Angeles,185L/s
2021-04-09T17:26:06-07:00 Los_Angeles,175L/s
2021-04-09T17:27:06-07:00 Los_Angeles,180L/s
2021-04-09T17:28:56-07:00 Los_Angeles,185L/s
2021-04-09T17:29:56-07:00 Los_Angeles,180L/s
2021-04-09T17:30:00-07:00 Los_Angeles,180L/s
2021-04-09T17:31:07-07:00 Los_Angeles,185L/s
2021-04-09T17:32:07-07:00 Los_Angeles,180L/s
2021-04-09T17:33:19-07:00 Los_Angeles,185L/s
2021-04-09T17:34:19-07:00 Los_Angeles,180L/s
2021-04-09T17:35:19-07:00 Los_Angeles,185L/s
2021-04-09T17:36:19-07:00 Los_Angeles,190L/s
2021-04-09T17:37:19-07:00 Los_Angeles,185L/s
2021-04-09T17:39:42-07:00 Los_Angeles,190L/s
2021-04-09T17:40:00-07:00 Los_Angeles,190L/s
2021-04-09T17:41:04-07:00 Los_Angeles,185L/s
2021-04-09T17:42:05-07:00 Los_Angeles,190L/s
2021-04-09T17:43:05-07:00 Los_Angeles,185L/s
2021-04-09T17:44:56-07:00 Los_Angeles,180L/s
2021-04-09T17:45:56-07:00 Los_Angeles,190L/s
2021-04-09T17:46:56-07:00 Los_Angeles,180L/s
2021-04-09T17:48:18-07:00 Los_Angeles,185L/s
2021-04-09T17:49:18-07:00 Los_Angeles,180L/s
2021-04-09T17:50:00-07:00 Los_Angeles,185L/s
2021-04-09T17:51:18-07:00 Los_Angeles,180L/s
2021-04-09T17:52:21-07:00 Los_Angeles,170L/s
2021-04-09T17:53:21-07:00 Los_Angeles,180L/s
2021-04-09T17:54:52-07:00 Los_Angeles,175L/s
2021-04-09T17:55:52-07:00 Los_Angeles,180L/s
2021-04-09T17:57:13-07:00 Los_Angeles,175L/s
2021-04-09T17:58:13-07:00 Los_Angeles,180L/s
2021-04-09T17:59:13-07:00 Los_Angeles,185L/s
2021-04-09T18:00:00-07:00 Los_Angeles,190L/s
2021-04-09T18:01:00-07:00 Los_Angeles,185L/s
2021-04-09T18:02:00-07:00 Los_Angeles,190L/s
2021-04-09T18:03:00-07:00 Los_Angeles,185L/s
2021-04-09T18:04:17-07:00 Los_Angeles,180L/s
2021-04-09T18:05:17-07:00 Los_Angeles,185L/s
2021-04-09T18:07:08-07:00 Los_Angeles,180L/s
2021-04-09T18:08:09-07:00 Los_Angeles,185L/s
2021-04-09T18:09:09-07:00 Los_Angeles,180L/s
2021-04-09T18:10:00-07:00 Los_Angeles,185L/s
2021-04-09T18:11:00-07:00 Los_Angeles,190L/s
2021-04-09T18:12:00-07:00 Los_Angeles,185L/s
2021-04-09T18:13:00-07:00 Los_Angeles,190L/s
2021-04-09T18:14:00-07:00 Los_Angeles,180L/s
2021-04-09T18:15:00-07:00 Los_Angeles,184.44444274902344L/s
2021-04-09T18:16:00-07:00 Los_Angeles,175L/s
2021-04-09T18:17:04-07:00 Los_Angeles,180L/s
2021-04-09T18:18:04-07:00 Los_Angeles,175L/s
2021-04-09T18:19:04-07:00 Los_Angeles,170L/s
2021-04-09T18:20:00-07:00 Los_Angeles,170L/s
2021-04-09T18:21:05-07:00 Los_Angeles,175L/s
2021-04-09T18:22:05-07:00 Los_Angeles,170L/s
2021-04-09T18:23:37-07:00 Los_Angeles,165L/s
2021-04-09T18:24:57-07:00 Los_Angeles,170L/s
2021-04-09T18:26:08-07:00 Los_Angeles,165L/s
2021-04-09T18:27:08-07:00 Los_Angeles,170L/s
2021-04-09T18:28:08-07:00 Los_Angeles,165L/s
2021-04-09T18:29:08-07:00 Los_Angeles,160L/s
2021-04-09T18:30:00-07:00 Los_Angeles,165L/s
2021-04-09T18:31:41-07:00 Los_Angeles,170L/s
2021-04-09T18:32:41-07:00 Los_Angeles,165L/s
2021-04-09T18:34:32-07:00 Los_Angeles,170L/s
2021-04-09T18:35:32-07:00 Los_Angeles,160.55555725097656L/s
2021-04-09T18:36:32-07:00 Los_Angeles,166.11111450195312L/s
2021-04-09T18:37:32-07:00 Los_Angeles,165L/s
2021-04-09T18:39:35-07:00 Los_Angeles,160L/s
2021-04-09T18:40:00-07:00 Los_Angeles,165L/s
2021-04-09T18:41:56-07:00 Los_Angeles,160L/s
2021-04-09T18:42:56-07:00 Los_Angeles,165L/s
2021-04-09T18:43:57-07:00 Los_Angeles,160L/s
2021-04-09T18:44:57-07:00 Los_Angeles,170L/s
2021-04-09T18:45:57-07:00 Los_Angeles,165L/s
2021-04-09T18:46:57-07:00 Los_Angeles,170L/s
2021-04-09T18:47:57-07:00 Los_Angeles,165L/s
2021-04-09T18:48:57-07:00 Los_Angeles,170L/s
2021-04-09T18:49:57-07:00 Los_Angeles,165L/s
2021-04-09T18:50:00-07:00 Los_Angeles,165L/s
2021-04-09T18:51:11-07:00 Los_Angeles,160L/s
2021-04-09T18:52:11-07:00 Los_Angeles,165L/s
2021-04-09T18:53:22-07:00 Los_Angeles,160L/s
2021-04-09T18:54:22-07:00 Los_Angeles,165L/s
2021-04-09T18:56:03-07:00 Los_Angeles,160L/s
2021-04-09T18:57:03-07:00 Los_Angeles,165L/s
2021-04-09T18:58:24-07:00 Los_Angeles,170L/s
2021-04-09T18:59:24-07:00 Los_Angeles,165L/s
2021-04-09T19:00:00-07:00 Los_Angeles,165L/s
2021-04-09T19:01:00-07:00 Los_Angeles,170L/s
2021-04-09T19:02:17-07:00 Los_Angeles,165L/s
2021-04-09T19:03:17-07:00 Los_Angeles,170L/s
2021-04-09T19:04:17-07:00 Los_Angeles,165L/s
2021-04-09T19:05:17-07:00 Los_Angeles,160L/s
2021-04-09T19:06:18-07:00 Los_Angeles,165L/s
2021-04-09T19:07:19-07:00 Los_Angeles,160L/s
2021-04-09T19:08:19-07:00 Los_Angeles,165L/s
2021-04-09T19:09:30-07:00 Los_Angeles,160L/s
2021-04-09T19:10:00-07:00 Los_Angeles,165L/s
2021-04-09T19:11:01-07:00 Los_Angeles,160L/s
2021-04-09T19:12:01-07:00 Los_Angeles,165L/s
2021-04-09T19:13:22-07:00 Los_Angeles,170L/s
2021-04-09T19:14:53-07:00 Los_Angeles,165L/s
2021-04-09T19:15:53-07:00 Los_Angeles,170L/s
2021-04-09T19:17:34-07:00 Los_Angeles,175L/s
2021-04-09T19:18:35-07:00 Los_Angeles,170L/s
2021-04-09T19:20:00-07:00 Los_Angeles,170L/s
2021-04-09T19:21:16-07:00 Los_Angeles,165L/s
2021-04-09T19:22:16-07:00 Los_Angeles,170L/s
2021-04-09T19:23:27-07:00 Los_Angeles,165L/s
2021-04-09T19:24:27-07:00 Los_Angeles,170L/s
2021-04-09T19:26:09-07:00 Los_Angeles,165L/s
2021-04-09T19:27:09-07:00 Los_Angeles,170L/s
2021-04-09T19:28:28-07:00 Los_Angeles,175L/s
2021-04-09T19:29:28-07:00 Los_Angeles,170L/s
2021-04-09T19:30:00-07:00 Los_Angeles,170L/s
2021-04-09T19:31:00-07:00 Los_Angeles,175L/s
2021-04-09T19:32:00-07:00 Los_Angeles,170L/s
2021-04-09T19:33:00-07:00 Los_Angeles,175L/s
2021-04-09T19:35:21-07:00 Los_Angeles,170L/s
2021-04-09T19:36:42-07:00 Los_Angeles,175L/s
2021-04-09T19:37:42-07:00 Los_Angeles,170L/s
2021-04-09T19:38:42-07:00 Los_Angeles,175L/s
2021-04-09T19:40:00-07:00 Los_Angeles,175L/s
2021-04-09T19:41:04-07:00 Los_Angeles,170L/s
2021-04-09T19:42:04-07:00 Los_Angeles,180L/s
2021-04-09T19:43:04-07:00 Los_Angeles,175L/s
2021-04-09T19:45:36-07:00 Los_Angeles,180L/s
2021-04-09T19:46:36-07:00 Los_Angeles,175L/s
2021-04-09T19:48:17-07:00 Los_Angeles,170L/s
2021-04-09T19:49:17-07:00 Los_Angeles,165L/s
2021-04-09T19:50:00-07:00 Los_Angeles,175L/s
2021-04-09T19:51:18-07:00 Los_Angeles,180L/s
2021-04-09T19:52:18-07:00 Los_Angeles,175L/s
2021-04-09T19:53:18-07:00 Los_Angeles,170L/s
2021-04-09T19:54:19-07:00 Los_Angeles,165L/s
2021-04-09T19:55:19-07:00 Los_Angeles,169.72222900390625L/s
2021-04-09T19:56:19-07:00 Los_Angeles,165L/s
2021-04-09T19:57:19-07:00 Los_Angeles,170L/s
2021-04-09T19:58:32-07:00 Los_Angeles,165L/s
2021-04-09T19:59:43-07:00 Los_Angeles,170L/s
2021-04-09T20:00:00-07:00 Los_Angeles,170L/s
2021-04-09T20:01:00-07:00 Los_Angeles,165L/s
2021-04-09T20:02:24-07:00 Los_Angeles,170L/s
2021-04-09T20:03:24-07:00 Los_Angeles,165L/s
2021-04-09T20:04:24-07:00 Los_Angeles,170L/s
2021-04-09T20:05:24-07:00 Los_Angeles,165L/s
2021-04-09T20:07:24-07:00 Los_Angeles,170L/s
2021-04-09T20:08:24-07:00 Los_Angeles,160L/s
2021-04-09T20:09:24-07:00 Los_Angeles,165L/s
2021-04-09T20:10:00-07:00 Los_Angeles,165L/s
2021-04-09T20:11:00-07:00 Los_Angeles,160L/s
2021-04-09T20:12:00-07:00 Los_Angeles,165L/s
2021-04-09T20:13:06-07:00 Los_Angeles,160L/s
2021-04-09T20:14:06-07:00 Los_Angeles,165L/s
2021-04-09T20:16:14-07:00 Los_Angeles,170L/s
2021-04-09T20:17:14-07:00 Los_Angeles,165L/s
2021-04-09T20:19:25-07:00 Los_Angeles,160L/s
2021-04-09T20:20:00-07:00 Los_Angeles,160L/s
2021-04-09T20:21:00-07:00 Los_Angeles,165L/s
2021-04-09T20:22:37-07:00 Los_Angeles,160L/s
2021-04-09T20:23:37-07:00 Los_Angeles,165L/s
2021-04-09T20:25:08-07:00 Los_Angeles,170L/s
2021-04-09T20:26:08-07:00 Los_Angeles,165L/s
2021-04-09T20:27:08-07:00 Los_Angeles,170L/s
2021-04-09T20:28:08-07:00 Los_Angeles,175L/s
2021-04-09T20:29:08-07:00 Los_Angeles,165L/s
2021-04-09T20:30:00-07:00 Los_Angeles,165L/s
2021-04-09T20:31:21-07:00 Los_Angeles,160L/s
2021-04-09T20:32:21-07:00 Los_Angeles,165L/s
2021-04-09T20:33:22-07:00 Los_Angeles,160L/s
2021-04-09T20:34:22-07:00 Los_Angeles,165L/s
2021-04-09T20:35:22-07:00 Los_Angeles,160L/s
2021-04-09T20:36:44-07:00 Los_Angeles,165L/s
2021-04-09T20:37:44-07:00 Los_Angeles,155.27777099609375L/s
2021-04-09T20:38:44-07:00 Los_Angeles,160L/s
2021-04-09T20:39:45-07:00 Los_Angeles,165L/s
2021-04-09T20:40:00-07:00 Los_Angeles,165.27777099609375L/s
2021-04-09T20:42:01-07:00 Los_Angeles,160L/s
2021-04-09T20:43:01-07:00 Los_Angeles,165L/s
2021-04-09T20:44:01-07:00 Los_Angeles,160L/s
2021-04-09T20:45:01-07:00 Los_Angeles,165L/s
2021-04-09T20:46:13-07:00 Los_Angeles,160L/s
2021-04-09T20:47:54-07:00 Los_Angeles,155L/s
2021-04-09T20:48:54-07:00 Los_Angeles,160L/s
2021-04-09T20:50:00-07:00 Los_Angeles,160L/s
2021-04-09T20:51:00-07:00 Los_Angeles,155L/s
2021-04-09T20:52:06-07:00 Los_Angeles,160L/s
2021-04-09T20:53:26-07:00 Los_Angeles,155L/s
2021-04-09T20:54:26-07:00 Los_Angeles,165L/s
2021-04-09T20:55:26-07:00 Los_Angeles,160L/s
2021-04-09T20:56:27-07:00 Los_Angeles,155L/s
2021-04-09T20:57:27-07:00 Los_Angeles,150L/s
2021-04-09T20:58:27-07:00 Los_Angeles,155L/s
2021-04-09T21:00:00-07:00 Los_Angeles,155L/s
2021-04-09T21:01:20-07:00 Los_Angeles,160L/s
2021-04-09T21:02:20-07:00 Los_Angeles,155L/s
2021-04-09T21:03:21-07:00 Los_Angeles,160L/s
2021-04-09T21:04:34-07:00 Los_Angeles,155L/s
2021-04-09T21:05:34-07:00 Los_Angeles,160L/s
2021-04-09T21:06:35-07:00 Los_Angeles,155L/s
2021-04-09T21:07:35-07:00 Los_Angeles,160L/s
2021-04-09T21:08:36-07:00 Los_Angeles,165L/s
2021-04-09T21:09:36-07:00 Los_Angeles,160L/s
2021-04-09T21:10:00-07:00 Los_Angeles,160L/s
2021-04-09T21:11:07-07:00 Los_Angeles,155L/s
2021-04-09T21:12:07-07:00 Los_Angeles,160L/s
2021-04-09T21:13:38-07:00 Los_Angeles,155L/s
2021-04-09T21:14:38-07:00 Los_Angeles,160L/s
2021-04-09T21:15:56-07:00 Los_Angeles,165L/s
2021-04-09T21:16:56-07:00 Los_Angeles,155L/s
2021-04-09T21:17:57-07:00 Los_Angeles,160L/s
2021-04-09T21:19:08-07:00 Los_Angeles,155L/s
2021-04-09T21:20:00-07:00 Los_Angeles,155L/s
2021-04-09T21:21:09-07:00 Los_Angeles,160L/s
2021-04-09T21:22:09-07:00 Los_Angeles,155L/s
2021-04-09T21:23:09-07:00 Los_Angeles,160L/s
2021-04-09T21:24:09-07:00 Los_Angeles,155L/s
2021-03-24T23:59:54-07:00 Los_Angeles,105L/s
2021-03-25T00:00:00-07:00 Los_Angeles,105L/s
2021-03-25T00:01:00-07:00 Los_Angeles,100L/s
2021-03-25T00:02:17-07:00 Los_Angeles,105L/s
2021-03-25T00:03:17-07:00 Los_Angeles,100L/s
2021-03-25T00:04:17-07:00 Los_Angeles,105L/s
2021-03-25T00:05:45-07:00 Los_Angeles,100L/s
2021-03-25T00:06:45-07:00 Los_Angeles,110L/s
2021-03-25T00:08:06-07:00 Los_Angeles,115L/s
2021-03-25T00:09:07-07:00 Los_Angeles,120L/s
2021-03-25T00:10:00-07:00 Los_Angeles,120L/s
2021-03-25T00:11:00-07:00 Los_Angeles,125L/s
2021-03-25T00:12:00-07:00 Los_Angeles,130L/s
2021-03-25T00:13:00-07:00 Los_Angeles,115L/s
2021-03-25T00:14:00-07:00 Los_Angeles,104.72222137451172L/s
2021-03-25T00:15:00-07:00 Los_Angeles,110L/s
2021-03-25T00:16:00-07:00 Los_Angeles,105L/s
2021-03-25T00:17:00-07:00 Los_Angeles,110L/s
2021-03-25T00:18:01-07:00 Los_Angeles,105L/s
2021-03-25T00:19:02-07:00 Los_Angeles,110L/s
2021-03-25T00:20:00-07:00 Los_Angeles,105L/s
2021-03-25T00:21:00-07:00 Los_Angeles,110L/s
2021-03-25T00:22:00-07:00 Los_Angeles,115L/s
